variable,forecast_domain,reference_date,forecast_date,naive_2.5,naive_50,naive_97.5
z,northern_hs,2004-10-06,2004-10-16,876.166,1021.92,1245.16
z,northern_hs,2004-10-06,2004-10-17,889.778,1046.772,1289.662
z,northern_hs,2004-10-06,2004-10-18,931.09,1113.095,1392.553
z,northern_hs,2004-10-06,2004-10-19,935.087,1124.38,1393.811
z,northern_hs,2004-10-06,2004-10-20,847.089,1021.964,1292.952
z,northern_hs,2004-10-08,2004-10-09,709.856,848.537,1056.818
z,northern_hs,2004-10-08,2004-10-10,714.62,843.495,1044.138
z,northern_hs,2004-10-08,2004-10-11,747.263,873.122,1066.216
z,northern_hs,2004-10-08,2004-10-12,764.593,886.247,1088.783
z,northern_hs,2004-10-08,2004-10-13,783.624,917.822,1134.025
z,northern_hs,2004-10-08,2004-10-14,840.998,988.297,1173.961
z,northern_hs,2004-10-08,2004-10-15,886.791,1030.984,1210.248
z,northern_hs,2004-10-08,2004-10-16,873.389,1012.912,1206.969
z,northern_hs,2004-10-08,2004-10-17,878.649,1048.955,1251.705
z,northern_hs,2004-10-08,2004-10-18,927.026,1104.634,1334.347
z,northern_hs,2004-10-08,2004-10-19,936.222,1119.355,1360.411
z,northern_hs,2004-10-08,2004-10-20,857.597,1021.935,1246.272
z,northern_hs,2004-10-08,2004-10-21,801.386,945.869,1132.344
z,northern_hs,2004-10-08,2004-10-22,768.964,912.471,1106.92
z,northern_hs,2011-11-04,2011-11-05,1036.546,1258.585,1538.666
z,northern_hs,2011-11-04,2011-11-06,1078.896,1310.259,1578.425
z,northern_hs,2011-11-04,2011-11-07,998.253,1203.769,1471.256
z,northern_hs,2011-11-04,2011-11-08,948.525,1128.622,1376.637
z,northern_hs,2011-11-04,2011-11-09,1001.66,1194.393,1436.794
z,northern_hs,2011-11-04,2011-11-10,973.238,1157.418,1375.505
z,northern_hs,2011-11-04,2011-11-11,959.664,1125.437,1305.024
z,northern_hs,2011-11-04,2011-11-12,969.992,1146.156,1333.845
z,northern_hs,2011-11-04,2011-11-13,981.561,1166.604,1378.456
z,northern_hs,2011-11-04,2011-11-14,913.934,1093.432,1307.71
z,northern_hs,2011-11-04,2011-11-15,856.034,1018.829,1209.346
z,northern_hs,2011-11-04,2011-11-16,868.208,1022.926,1201.888
z,northern_hs,2011-11-04,2011-11-17,938.006,1086.705,1254.71
z,northern_hs,2011-11-04,2011-11-18,923.89,1076.859,1251.324
z,northern_hs,2011-11-06,2011-11-07,1004.876,1207.043,1459.1
z,northern_hs,2011-11-06,2011-11-08,957.611,1136.062,1351.495
z,northern_hs,2011-11-06,2011-11-09,1012.003,1196.391,1428.341
z,northern_hs,2011-11-06,2011-11-10,979.73,1155.491,1374.045
z,northern_hs,2011-11-06,2011-11-11,968.649,1125.47,1300.687
z,northern_hs,2011-11-06,2011-11-12,986.741,1146.005,1327.115
z,northern_hs,2011-11-06,2011-11-13,992.509,1164.83,1392.48
z,northern_hs,2011-11-06,2011-11-14,914.904,1092.773,1316.566
z,northern_hs,2011-11-06,2011-11-15,844.707,1019.414,1221.034
z,northern_hs,2011-11-06,2011-11-16,848.815,1017.363,1200.104
z,northern_hs,2011-11-06,2011-11-17,941.678,1081.323,1249.542
z,northern_hs,2011-11-06,2011-11-18,925.051,1078.756,1239.986
z,northern_hs,2011-11-06,2011-11-19,914.448,1068.297,1249.086
z,northern_hs,2011-11-06,2011-11-20,889.956,1070.648,1250.484
z,panarctic,2004-10-06,2004-10-07,811.694,1075.863,1466.265
z,panarctic,2004-10-06,2004-10-08,827.325,1088.783,1478.498
z,panarctic,2004-10-06,2004-10-09,843.279,1080.326,1451.715
z,panarctic,2004-10-06,2004-10-10,793.668,1003.765,1367.306
z,panarctic,2004-10-06,2004-10-11,796.126,986.537,1337.806
z,panarctic,2004-10-06,2004-10-12,809.039,1007.046,1353.884
z,panarctic,2004-10-06,2004-10-13,818.313,1047.227,1478.443
z,panarctic,2004-10-06,2004-10-14,908.687,1142.241,1477.052
z,panarctic,2004-10-06,2004-10-15,965.529,1194.041,1509.408
z,panarctic,2004-10-06,2004-10-16,954.631,1175.956,1512.715
z,panarctic,2004-10-06,2004-10-17,996.464,1276.724,1641.324
z,panarctic,2004-10-06,2004-10-18,1159.762,1453.153,1828.051
z,panarctic,2004-10-06,2004-10-19,1194.185,1487.52,1856.443
z,panarctic,2004-10-06,2004-10-20,1062.703,1323.528,1693.151
z,panarctic,2004-10-08,2004-10-09,841.552,1089.526,1461.986
z,panarctic,2004-10-08,2004-10-10,794.984,1013.828,1384.427
z,panarctic,2004-10-08,2004-10-11,793.499,987.336,1365.426
z,panarctic,2004-10-08,2004-10-12,807.672,1006.909,1395.167
z,panarctic,2004-10-08,2004-10-13,830.978,1055.659,1513.539
z,panarctic,2004-10-08,2004-10-14,916.789,1149.76,1538.267
z,panarctic,2004-10-08,2004-10-15,970.798,1201.231,1550.558
z,panarctic,2004-10-08,2004-10-16,952.372,1183.152,1533.127
z,panarctic,2004-10-08,2004-10-17,1014.727,1273.346,1657.494
z,panarctic,2004-10-08,2004-10-18,1156.323,1442.942,1875.347
z,panarctic,2004-10-08,2004-10-19,1167.67,1478.716,1870.086
z,panarctic,2004-10-08,2004-10-20,1037.516,1310.784,1712.537
z,panarctic,2004-10-08,2004-10-21,930.943,1155.932,1506.453
z,panarctic,2004-10-08,2004-10-22,832.441,1051.488,1401.819
z,panarctic,2011-11-04,2011-11-05,1322.227,1694.433,2146.325
z,panarctic,2011-11-04,2011-11-06,1412.171,1798.376,2255.394
z,panarctic,2011-11-04,2011-11-07,1254.111,1606.595,2072.847
z,panarctic,2011-11-04,2011-11-08,1190.726,1471.452,1851.945
z,panarctic,2011-11-04,2011-11-09,1207.54,1552.961,1948.655
z,panarctic,2011-11-04,2011-11-10,1159.646,1488.502,1875.126
z,panarctic,2011-11-04,2011-11-11,1181.69,1446.124,1732.022
z,panarctic,2011-11-04,2011-11-12,1212.228,1491.014,1755.122
z,panarctic,2011-11-04,2011-11-13,1238.97,1537.396,1917.182
z,panarctic,2011-11-04,2011-11-14,1110.348,1425.266,1746.328
z,panarctic,2011-11-04,2011-11-15,1013.455,1306.188,1601.785
z,panarctic,2011-11-04,2011-11-16,1016.664,1267.714,1560.358
z,panarctic,2011-11-04,2011-11-17,1073.744,1314.86,1585.795
z,panarctic,2011-11-04,2011-11-18,1066.288,1304.254,1566.519
z,panarctic,2011-11-06,2011-11-07,1251.098,1594.211,2058.424
z,panarctic,2011-11-06,2011-11-08,1192.353,1466.273,1845.004
z,panarctic,2011-11-06,2011-11-09,1209.637,1544.903,1943.591
z,panarctic,2011-11-06,2011-11-10,1155.525,1495.501,1873.425
z,panarctic,2011-11-06,2011-11-11,1166.696,1440.618,1720.024
z,panarctic,2011-11-06,2011-11-12,1215.065,1485.476,1788.639
z,panarctic,2011-11-06,2011-11-13,1222.813,1522.29,1908.789
z,panarctic,2011-11-06,2011-11-14,1124.686,1422.48,1766.05
z,panarctic,2011-11-06,2011-11-15,1013.918,1312.042,1631.089
z,panarctic,2011-11-06,2011-11-16,1022.687,1282.783,1570.686
z,panarctic,2011-11-06,2011-11-17,1085.104,1328.897,1608.356
z,panarctic,2011-11-06,2011-11-18,1083.037,1314.669,1591.053
z,panarctic,2011-11-06,2011-11-19,1080.078,1314.302,1610.698
z,panarctic,2011-11-06,2011-11-20,1080.327,1356.488,1666.685
